bound,length,time(ms),swaps,jumps,partsSorted?
1.0E7, 6050.0, 0.7732, 8896.0, 193424.0, someSorted
1.0E7, 8066.0, 1.0683, 11841.0, 265909.0, someSorted
1.0E7, 10082.0, 1.338999, 13472.0, 342429.0, someSorted
1.0E7, 30246.0, 6.067399, 35092.0, 1178392.0, someSorted
1.0E7, 50410.0, 9.7813, 60167.0, 2115142.0, someSorted
1.0E7, 70574.0, 12.2968, 117379.0, 3102328.0, someSorted
1.0E7, 90738.0, 15.130801, 109214.0, 3988679.0, someSorted
1.0E7, 110902.0, 18.6595, 127786.0, 4875010.0, someSorted
1.0E7, 332706.0, 73.0382, 453764.0, 1.6621075E7, someSorted
1.0E7, 554510.0, 133.382499, 747433.0, 2.8810719E7, someSorted
1.0E7, 776314.0, 195.381799, 1235631.0, 4.2663898E7, someSorted
1.0E7, 998118.0, 251.0392, 1608626.0, 5.5851669E7, someSorted
5.0, 10.0, 5.0E-4, 0.0, 36.0, sorted
5.0, 30.0, 0.0022, 0.0, 229.0, sorted
5.0, 50.0, 0.0021, 0.0, 474.0, sorted
5.0, 70.0, 0.0027, 0.0, 731.0, sorted
5.0, 90.0, 0.0037, 0.0, 1026.0, sorted
5.0, 110.0, 0.0049, 0.0, 1353.0, sorted
5.0, 330.0, 0.024, 0.0, 5651.0, sorted
5.0, 550.0, 0.0364, 0.0, 10489.0, sorted
5.0, 770.0, 0.056101, 0.0, 16199.0, sorted
5.0, 990.0, 0.0754, 0.0, 21796.0, sorted
5.0, 1210.0, 0.096201, 0.0, 27851.0, sorted
5.0, 3630.0, 0.3517, 0.0, 101565.0, sorted
5.0, 6050.0, 0.628699, 0.0, 181326.0, sorted
5.0, 8066.0, 0.8938, 0.0, 257844.0, sorted
5.0, 10082.0, 1.1565, 0.0, 332348.0, sorted
5.0, 30246.0, 4.0121, 0.0, 1148147.0, sorted
5.0, 50410.0, 7.2937, 0.0, 2014324.0, sorted
5.0, 70574.0, 10.0915, 0.0, 2890609.0, sorted
5.0, 90738.0, 14.3187, 0.0, 3807205.0, sorted
5.0, 110902.0, 17.425101, 0.0, 4764109.0, sorted
5.0, 332706.0, 59.7956, 0.0, 1.5955665E7, sorted
5.0, 554510.0, 131.535099, 0.0, 2.825621E7, sorted
5.0, 776314.0, 161.266999, 0.0, 4.0334959E7, sorted
5.0, 998118.0, 197.6481, 0.0, 5.2857318E7, sorted
10.0, 10.0, 5.0E-4, 0.0, 36.0, sorted
10.0, 30.0, 0.001601, 0.0, 229.0, sorted
10.0, 50.0, 0.002099, 0.0, 474.0, sorted
10.0, 70.0, 0.003699, 0.0, 731.0, sorted
10.0, 90.0, 0.0038, 0.0, 1026.0, sorted
10.0, 110.0, 0.0064, 0.0, 1353.0, sorted
10.0, 330.0, 0.019701, 0.0, 5651.0, sorted
10.0, 550.0, 0.0364, 0.0, 10489.0, sorted
10.0, 770.0, 0.0567, 0.0, 16199.0, sorted
10.0, 990.0, 0.074901, 0.0, 21796.0, sorted
10.0, 1210.0, 0.0956, 0.0, 27851.0, sorted
10.0, 3630.0, 0.351899, 0.0, 101565.0, sorted
10.0, 6050.0, 0.6288, 0.0, 181326.0, sorted
10.0, 8066.0, 0.893801, 0.0, 257844.0, sorted
10.0, 10082.0, 1.155701, 0.0, 332348.0, sorted
10.0, 30246.0, 3.982401, 0.0, 1148147.0, sorted
10.0, 50410.0, 6.987001, 0.0, 2014324.0, sorted
10.0, 70574.0, 10.266299, 0.0, 2890609.0, sorted
10.0, 90738.0, 13.402199, 0.0, 3807205.0, sorted
10.0, 110902.0, 17.225999, 0.0, 4764109.0, sorted
10.0, 332706.0, 59.3594, 0.0, 1.5955665E7, sorted
10.0, 554510.0, 108.5086, 0.0, 2.825621E7, sorted
10.0, 776314.0, 149.6863, 0.0, 4.0334959E7, sorted
10.0, 998118.0, 200.570601, 0.0, 5.2857318E7, sorted
100.0, 10.0, 4.99E-4, 0.0, 36.0, sorted
100.0, 30.0, 0.001, 0.0, 229.0, sorted
100.0, 50.0, 0.001999, 0.0, 474.0, sorted
100.0, 70.0, 0.002701, 0.0, 731.0, sorted
100.0, 90.0, 0.0046, 0.0, 1026.0, sorted
100.0, 110.0, 0.0049, 0.0, 1353.0, sorted
100.0, 330.0, 0.019701, 0.0, 5651.0, sorted
100.0, 550.0, 0.0363, 0.0, 10489.0, sorted
100.0, 770.0, 0.055999, 0.0, 16199.0, sorted
100.0, 990.0, 0.075301, 0.0, 21796.0, sorted
100.0, 1210.0, 0.0964, 0.0, 27851.0, sorted
100.0, 3630.0, 0.355701, 0.0, 101565.0, sorted
100.0, 6050.0, 0.6315, 0.0, 181326.0, sorted
100.0, 8066.0, 0.895, 0.0, 257844.0, sorted
100.0, 10082.0, 1.1526, 0.0, 332348.0, sorted
100.0, 30246.0, 4.079, 0.0, 1148147.0, sorted
100.0, 50410.0, 6.9962, 0.0, 2014324.0, sorted
100.0, 70574.0, 10.174701, 0.0, 2890609.0, sorted
100.0, 90738.0, 13.067599, 0.0, 3807205.0, sorted
100.0, 110902.0, 16.967701, 0.0, 4764109.0, sorted
100.0, 332706.0, 59.1844, 0.0, 1.5955665E7, sorted
100.0, 554510.0, 109.1351, 0.0, 2.825621E7, sorted
100.0, 776314.0, 155.8193, 0.0, 4.0334959E7, sorted
100.0, 998118.0, 203.171199, 0.0, 5.2857318E7, sorted
1000.0, 10.0, 4.0E-4, 0.0, 36.0, sorted
1000.0, 30.0, 0.001001, 0.0, 229.0, sorted
1000.0, 50.0, 0.002, 0.0, 474.0, sorted
1000.0, 70.0, 0.0029, 0.0, 731.0, sorted
1000.0, 90.0, 0.0037, 0.0, 1026.0, sorted
1000.0, 110.0, 0.0059, 0.0, 1353.0, sorted
1000.0, 330.0, 0.019701, 0.0, 5651.0, sorted
1000.0, 550.0, 0.0365, 0.0, 10489.0, sorted
1000.0, 770.0, 0.056501, 0.0, 16199.0, sorted
1000.0, 990.0, 0.0755, 0.0, 21796.0, sorted
1000.0, 1210.0, 0.096199, 0.0, 27851.0, sorted
1000.0, 3630.0, 0.355001, 0.0, 101565.0, sorted
1000.0, 6050.0, 0.633, 0.0, 181326.0, sorted
1000.0, 8066.0, 0.8934, 0.0, 257844.0, sorted
1000.0, 10082.0, 1.153699, 0.0, 332348.0, sorted
1000.0, 30246.0, 4.903101, 0.0, 1148147.0, sorted
1000.0, 50410.0, 6.997, 0.0, 2014324.0, sorted
1000.0, 70574.0, 10.055, 0.0, 2890609.0, sorted
1000.0, 90738.0, 13.184599, 0.0, 3807205.0, sorted
1000.0, 110902.0, 16.6053, 0.0, 4764109.0, sorted
1000.0, 332706.0, 59.3945, 0.0, 1.5955665E7, sorted
1000.0, 554510.0, 107.974001, 0.0, 2.825621E7, sorted
1000.0, 776314.0, 149.2407, 0.0, 4.0334959E7, sorted
1000.0, 998118.0, 195.473799, 0.0, 5.2857318E7, sorted
100000.0, 10.0, 3.0E-4, 0.0, 36.0, sorted
100000.0, 30.0, 0.001, 0.0, 229.0, sorted
100000.0, 50.0, 0.0019, 0.0, 474.0, sorted
100000.0, 70.0, 0.0028, 0.0, 731.0, sorted
100000.0, 90.0, 0.0039, 0.0, 1026.0, sorted
100000.0, 110.0, 0.0049, 0.0, 1353.0, sorted
100000.0, 330.0, 0.019701, 0.0, 5651.0, sorted
100000.0, 550.0, 0.0365, 0.0, 10489.0, sorted
100000.0, 770.0, 0.0561, 0.0, 16199.0, sorted
100000.0, 990.0, 0.0754, 0.0, 21796.0, sorted
100000.0, 1210.0, 0.0964, 0.0, 27851.0, sorted
100000.0, 3630.0, 0.355099, 0.0, 101565.0, sorted
100000.0, 6050.0, 0.6324, 0.0, 181326.0, sorted
100000.0, 8066.0, 0.898701, 0.0, 257844.0, sorted
100000.0, 10082.0, 1.2376, 0.0, 332348.0, sorted
100000.0, 30246.0, 4.0008, 0.0, 1148147.0, sorted
100000.0, 50410.0, 6.993199, 0.0, 2014324.0, sorted
100000.0, 70574.0, 10.378599, 0.0, 2890609.0, sorted
100000.0, 90738.0, 13.4965, 0.0, 3807205.0, sorted
100000.0, 110902.0, 17.057, 0.0, 4764109.0, sorted
100000.0, 332706.0, 61.127, 0.0, 1.5955665E7, sorted
100000.0, 554510.0, 110.2912, 0.0, 2.825621E7, sorted
100000.0, 776314.0, 152.8664, 0.0, 4.0334959E7, sorted
100000.0, 998118.0, 203.494099, 0.0, 5.2857318E7, sorted
1.0E7, 10.0, 4.01E-4, 0.0, 36.0, sorted
1.0E7, 30.0, 0.0011, 0.0, 229.0, sorted
1.0E7, 50.0, 0.0019, 0.0, 474.0, sorted
1.0E7, 70.0, 0.0027, 0.0, 731.0, sorted
1.0E7, 90.0, 0.0038, 0.0, 1026.0, sorted
1.0E7, 110.0, 0.005, 0.0, 1353.0, sorted
1.0E7, 330.0, 0.019701, 0.0, 5651.0, sorted
1.0E7, 550.0, 0.0363, 0.0, 10489.0, sorted
1.0E7, 770.0, 0.0562, 0.0, 16199.0, sorted
1.0E7, 990.0, 0.075, 0.0, 21796.0, sorted
1.0E7, 1210.0, 0.096301, 0.0, 27851.0, sorted
1.0E7, 3630.0, 0.352199, 0.0, 101565.0, sorted
1.0E7, 6050.0, 0.6291, 0.0, 181326.0, sorted
1.0E7, 8066.0, 0.894201, 0.0, 257844.0, sorted
1.0E7, 10082.0, 1.1529, 0.0, 332348.0, sorted
1.0E7, 30246.0, 3.9867, 0.0, 1148147.0, sorted
1.0E7, 50410.0, 7.090301, 0.0, 2014324.0, sorted
1.0E7, 70574.0, 10.08, 0.0, 2890609.0, sorted
1.0E7, 90738.0, 13.1397, 0.0, 3807205.0, sorted
1.0E7, 110902.0, 17.9264, 0.0, 4764109.0, sorted
1.0E7, 332706.0, 62.262, 0.0, 1.5955665E7, sorted
1.0E7, 554510.0, 107.827799, 0.0, 2.825621E7, sorted
1.0E7, 776314.0, 153.4221, 0.0, 4.0334959E7, sorted
1.0E7, 998118.0, 202.464301, 0.0, 5.2857318E7, sorted
5.0, 10.0, 8.0E-4, 9.0, 45.0, reversedSorted
5.0, 30.0, 0.002, 25.0, 258.0, reversedSorted
5.0, 50.0, 0.0027, 45.0, 523.0, reversedSorted
5.0, 70.0, 0.005, 79.0, 800.0, reversedSorted
5.0, 90.0, 0.0077, 101.0, 1115.0, reversedSorted
5.0, 110.0, 0.0068, 135.0, 1462.0, reversedSorted
5.0, 330.0, 0.030501, 429.0, 5980.0, reversedSorted
5.0, 550.0, 0.045401, 841.0, 11038.0, reversedSorted
5.0, 770.0, 0.071201, 1155.0, 16968.0, reversedSorted
5.0, 990.0, 0.090701, 1499.0, 22785.0, reversedSorted
5.0, 1210.0, 0.1146, 1873.0, 29060.0, reversedSorted
5.0, 3630.0, 0.400599, 6339.0, 105194.0, reversedSorted
5.0, 6050.0, 0.7092, 11351.0, 187375.0, reversedSorted
5.0, 8066.0, 0.9997, 15187.0, 265909.0, reversedSorted
5.0, 10082.0, 1.2819, 19259.0, 342429.0, reversedSorted
5.0, 30246.0, 4.381801, 63521.0, 1178392.0, reversedSorted
5.0, 50410.0, 7.999399, 110853.0, 2064733.0, reversedSorted
5.0, 70574.0, 11.1236, 161607.0, 2961182.0, reversedSorted
5.0, 90738.0, 14.7521, 211669.0, 3897942.0, reversedSorted
5.0, 110902.0, 18.5116, 262799.0, 4875010.0, reversedSorted
5.0, 332706.0, 80.6782, 851457.0, 1.628837E7, reversedSorted
5.0, 554510.0, 142.0053, 1454439.0, 2.8810719E7, reversedSorted
5.0, 776314.0, 202.4061, 2101171.0, 4.1111272E7, reversedSorted
5.0, 998118.0, 263.400801, 2743953.0, 5.3855435E7, reversedSorted
10.0, 10.0, 6.01E-4, 9.0, 45.0, reversedSorted
10.0, 30.0, 0.0015, 25.0, 258.0, reversedSorted
10.0, 50.0, 0.003099, 45.0, 523.0, reversedSorted
10.0, 70.0, 0.0041, 79.0, 800.0, reversedSorted
10.0, 90.0, 0.005299, 101.0, 1115.0, reversedSorted
10.0, 110.0, 0.0067, 135.0, 1462.0, reversedSorted
10.0, 330.0, 0.0254, 429.0, 5980.0, reversedSorted
10.0, 550.0, 0.045399, 841.0, 11038.0, reversedSorted
10.0, 770.0, 0.0681, 1155.0, 16968.0, reversedSorted
10.0, 990.0, 0.090501, 1499.0, 22785.0, reversedSorted
10.0, 1210.0, 0.114501, 1873.0, 29060.0, reversedSorted
10.0, 3630.0, 0.405201, 6339.0, 105194.0, reversedSorted
10.0, 6050.0, 0.7158, 11351.0, 187375.0, reversedSorted
10.0, 8066.0, 0.999701, 15187.0, 265909.0, reversedSorted
10.0, 10082.0, 1.2909, 19259.0, 342429.0, reversedSorted
10.0, 30246.0, 4.399199, 63521.0, 1178392.0, reversedSorted
10.0, 50410.0, 7.824, 110853.0, 2064733.0, reversedSorted
10.0, 70574.0, 11.1674, 161607.0, 2961182.0, reversedSorted
10.0, 90738.0, 16.2916, 211669.0, 3897942.0, reversedSorted
10.0, 110902.0, 18.7664, 262799.0, 4875010.0, reversedSorted
10.0, 332706.0, 79.728899, 851457.0, 1.628837E7, reversedSorted
10.0, 554510.0, 138.9903, 1454439.0, 2.8810719E7, reversedSorted
10.0, 776314.0, 199.4606, 2101171.0, 4.1111272E7, reversedSorted
10.0, 998118.0, 260.1233, 2743953.0, 5.3855435E7, reversedSorted
100.0, 10.0, 5.0E-4, 9.0, 45.0, reversedSorted
100.0, 30.0, 0.002001, 25.0, 258.0, reversedSorted
100.0, 50.0, 0.0026, 45.0, 523.0, reversedSorted
100.0, 70.0, 0.004, 79.0, 800.0, reversedSorted
100.0, 90.0, 0.005401, 101.0, 1115.0, reversedSorted
100.0, 110.0, 0.0068, 135.0, 1462.0, reversedSorted
100.0, 330.0, 0.0254, 429.0, 5980.0, reversedSorted
100.0, 550.0, 0.045499, 841.0, 11038.0, reversedSorted
100.0, 770.0, 0.068099, 1155.0, 16968.0, reversedSorted
100.0, 990.0, 0.090401, 1499.0, 22785.0, reversedSorted
100.0, 1210.0, 0.114199, 1873.0, 29060.0, reversedSorted
100.0, 3630.0, 0.412, 6339.0, 105194.0, reversedSorted
100.0, 6050.0, 0.7137, 11351.0, 187375.0, reversedSorted
100.0, 8066.0, 0.9992, 15187.0, 265909.0, reversedSorted
100.0, 10082.0, 1.283001, 19259.0, 342429.0, reversedSorted
100.0, 30246.0, 4.4314, 63521.0, 1178392.0, reversedSorted
100.0, 50410.0, 7.7276, 110853.0, 2064733.0, reversedSorted
100.0, 70574.0, 11.042799, 161607.0, 2961182.0, reversedSorted
100.0, 90738.0, 15.353201, 211669.0, 3897942.0, reversedSorted
100.0, 110902.0, 18.388001, 262799.0, 4875010.0, reversedSorted
100.0, 332706.0, 80.3216, 851457.0, 1.628837E7, reversedSorted
100.0, 554510.0, 141.4468, 1454439.0, 2.8810719E7, reversedSorted
100.0, 776314.0, 202.4835, 2101171.0, 4.1111272E7, reversedSorted
100.0, 998118.0, 262.5254, 2743953.0, 5.3855435E7, reversedSorted
1000.0, 10.0, 8.01E-4, 9.0, 45.0, reversedSorted
1000.0, 30.0, 0.001599, 25.0, 258.0, reversedSorted
1000.0, 50.0, 0.0032, 45.0, 523.0, reversedSorted
1000.0, 70.0, 0.0046, 79.0, 800.0, reversedSorted
1000.0, 90.0, 0.0054, 101.0, 1115.0, reversedSorted
1000.0, 110.0, 0.0066, 135.0, 1462.0, reversedSorted
1000.0, 330.0, 0.030499, 429.0, 5980.0, reversedSorted
1000.0, 550.0, 0.045499, 841.0, 11038.0, reversedSorted
1000.0, 770.0, 0.068401, 1155.0, 16968.0, reversedSorted
1000.0, 990.0, 0.0907, 1499.0, 22785.0, reversedSorted
1000.0, 1210.0, 0.1143, 1873.0, 29060.0, reversedSorted
1000.0, 3630.0, 0.4001, 6339.0, 105194.0, reversedSorted
1000.0, 6050.0, 0.712899, 11351.0, 187375.0, reversedSorted
1000.0, 8066.0, 1.003001, 15187.0, 265909.0, reversedSorted
1000.0, 10082.0, 1.2854, 19259.0, 342429.0, reversedSorted
1000.0, 30246.0, 4.4763, 63521.0, 1178392.0, reversedSorted
1000.0, 50410.0, 7.896301, 110853.0, 2064733.0, reversedSorted
1000.0, 70574.0, 11.386, 161607.0, 2961182.0, reversedSorted
1000.0, 90738.0, 16.1803, 211669.0, 3897942.0, reversedSorted
1000.0, 110902.0, 18.8444, 262799.0, 4875010.0, reversedSorted
1000.0, 332706.0, 80.653, 851457.0, 1.628837E7, reversedSorted
1000.0, 554510.0, 139.974499, 1454439.0, 2.8810719E7, reversedSorted
1000.0, 776314.0, 200.2813, 2101171.0, 4.1111272E7, reversedSorted
1000.0, 998118.0, 259.8478, 2743953.0, 5.3855435E7, reversedSorted
100000.0, 10.0, 7.01E-4, 9.0, 45.0, reversedSorted
100000.0, 30.0, 0.0017, 25.0, 258.0, reversedSorted
100000.0, 50.0, 0.0027, 45.0, 523.0, reversedSorted
100000.0, 70.0, 0.004, 79.0, 800.0, reversedSorted
100000.0, 90.0, 0.005301, 101.0, 1115.0, reversedSorted
100000.0, 110.0, 0.006799, 135.0, 1462.0, reversedSorted
100000.0, 330.0, 0.027899, 429.0, 5980.0, reversedSorted
100000.0, 550.0, 0.045799, 841.0, 11038.0, reversedSorted
100000.0, 770.0, 0.0699, 1155.0, 16968.0, reversedSorted
100000.0, 990.0, 0.0912, 1499.0, 22785.0, reversedSorted
100000.0, 1210.0, 0.1183, 1873.0, 29060.0, reversedSorted
100000.0, 3630.0, 0.4008, 6339.0, 105194.0, reversedSorted
100000.0, 6050.0, 0.714401, 11351.0, 187375.0, reversedSorted
100000.0, 8066.0, 0.9999, 15187.0, 265909.0, reversedSorted
100000.0, 10082.0, 1.282801, 19259.0, 342429.0, reversedSorted
100000.0, 30246.0, 4.529001, 63521.0, 1178392.0, reversedSorted
100000.0, 50410.0, 7.766299, 110853.0, 2064733.0, reversedSorted
100000.0, 70574.0, 11.1253, 161607.0, 2961182.0, reversedSorted
100000.0, 90738.0, 15.1225, 211669.0, 3897942.0, reversedSorted
100000.0, 110902.0, 18.5577, 262799.0, 4875010.0, reversedSorted
100000.0, 332706.0, 80.0371, 851457.0, 1.628837E7, reversedSorted
100000.0, 554510.0, 144.554599, 1454439.0, 2.8810719E7, reversedSorted
100000.0, 776314.0, 200.4276, 2101171.0, 4.1111272E7, reversedSorted
100000.0, 998118.0, 261.365001, 2743953.0, 5.3855435E7, reversedSorted
1.0E7, 10.0, 6.01E-4, 9.0, 45.0, reversedSorted
1.0E7, 30.0, 0.001601, 25.0, 258.0, reversedSorted
1.0E7, 50.0, 0.0026, 45.0, 523.0, reversedSorted
1.0E7, 70.0, 0.003999, 79.0, 800.0, reversedSorted
1.0E7, 90.0, 0.0053, 101.0, 1115.0, reversedSorted
1.0E7, 110.0, 0.0068, 135.0, 1462.0, reversedSorted
1.0E7, 330.0, 0.025501, 429.0, 5980.0, reversedSorted
1.0E7, 550.0, 0.045601, 841.0, 11038.0, reversedSorted
1.0E7, 770.0, 0.068, 1155.0, 16968.0, reversedSorted
1.0E7, 990.0, 0.0906, 1499.0, 22785.0, reversedSorted
1.0E7, 1210.0, 0.1147, 1873.0, 29060.0, reversedSorted
1.0E7, 3630.0, 0.4037, 6339.0, 105194.0, reversedSorted
1.0E7, 6050.0, 0.711, 11351.0, 187375.0, reversedSorted
1.0E7, 8066.0, 1.007301, 15187.0, 265909.0, reversedSorted
1.0E7, 10082.0, 1.2863, 19259.0, 342429.0, reversedSorted
1.0E7, 30246.0, 4.523101, 63521.0, 1178392.0, reversedSorted
1.0E7, 50410.0, 7.823599, 110853.0, 2064733.0, reversedSorted
1.0E7, 70574.0, 11.4115, 161607.0, 2961182.0, reversedSorted
1.0E7, 90738.0, 14.528601, 211669.0, 3897942.0, reversedSorted
1.0E7, 110902.0, 18.5085, 262799.0, 4875010.0, reversedSorted
1.0E7, 332706.0, 80.143999, 851457.0, 1.628837E7, reversedSorted
1.0E7, 554510.0, 142.604599, 1454439.0, 2.8810719E7, reversedSorted
1.0E7, 776314.0, 199.7926, 2101171.0, 4.1111272E7, reversedSorted
1.0E7, 998118.0, 263.3908, 2743953.0, 5.3855435E7, reversedSorted
